44		"AT5RZ3VFUC9BH"		m01_v01		iTXnpGe7a1A		541		s2_m01_v01_e21		138.453333333		apply on lid		91		105						
45		"A3RGYT0JTEHAOK"		m01_v01		iTXnpGe7a1A		541		s2_m01_v01_e21		138.453333333		apply on lid		97		103						
46		"AT5RZ3VFUC9BH"		m01_v01		iTXnpGe7a1A		542		s2_m01_v01_e24		454.96		give it a try		358		372						
47		"A3RQQWMUZJUWJ1"		m01_v01		iTXnpGe7a1A		542		s2_m01_v01_e24		454.96		give it a try		358		370						
48		"A1D08ZZ9KCTPQS"		m01_v01		iTXnpGe7a1A		542		s2_m01_v01_e24		454.96		give it a try		352		370						
49		"A2Y5A2VKUNMAR2"		m01_v01		iTXnpGe7a1A		543		s2_m01_v01_e25		228.715		apply pink colour in the breeze area of the eye		20		24						
50		"A3RGYT0JTEHAOK"		m01_v01		iTXnpGe7a1A		543		s2_m01_v01_e25		228.715		apply pink colour in the breeze area of the eye		18		30						
51		"AT5RZ3VFUC9BH"		m01_v01		iTXnpGe7a1A		543		s2_m01_v01_e25		228.715		apply pink colour in the breeze area of the eye		22		30						
52		"A2Y5A2VKUNMAR2"		m01_v01		iTXnpGe7a1A		544		s2_m01_v01_e26		373.38		nice eyebrow eye liner improve beauty		259		271						
53		"AT5RZ3VFUC9BH"		m01_v01		iTXnpGe7a1A		544		s2_m01_v01_e26		373.38		nice eyebrow eye liner improve beauty		265		271						
54		"A3RGYT0JTEHAOK"		m01_v01		iTXnpGe7a1A		544		s2_m01_v01_e26		373.38		nice eyebrow eye liner improve beauty		267		271						
55		"AT5RZ3VFUC9BH"		m01_v02		PAZGPorV66A		545		s2_m01_v02_e01		138.101666667		eyebrows		271		283				on		
56		"A2Y5A2VKUNMAR2"		m01_v02		PAZGPorV66A		545		s2_m01_v02_e01		138.101666667		eyebrows		269		275						
57		"A12IM8RZQMWBJL"		m01_v02		PAZGPorV66A		545		s2_m01_v02_e01		138.101666667		eyebrows		263		279						
58		"A3FPQGM967TJER"		m01_v02		PAZGPorV66A		546		s2_m01_v02_e02		147.57		noop		36		46						
59		"A2Y5A2VKUNMAR2"		m01_v02		PAZGPorV66A		546		s2_m01_v02_e02		147.57		noop		30		42						
60		"A3RQQWMUZJUWJ1"		m01_v02		PAZGPorV66A		546		s2_m01_v02_e02		147.57		noop		28		42						
61		"A1WUZOLVPEXOLE"		p02_v01		uPk9L_MhK9k		1003		s2_p02_v01_e17		273.2		""resize to fit""		45		0						
