1942		A1KB3HD0R4QRVZ		609		0		0		0,1		s2_m02_v03_e17		50.92		take your sponge and use alittle powder at a time====Take sponge and add product and place on chin or under the eyes where ever you see redness
1943		A2IZ21VPUWDNM2		609		1		1		1,0		s2_m02_v03_e17		50.92		take your sponge and use alittle powder at a time====Take sponge and add product and place on chin or under the eyes where ever you see redness
1944		A2MV2H042RJ8TY		609		0		0		0,1		s2_m02_v03_e17		50.92		take your sponge and use alittle powder at a time====Take sponge and add product and place on chin or under the eyes where ever you see redness
1945		A1KB3HD0R4QRVZ		610		1		1		1,0		s2_m02_v03_e18		75.71		not to heavy pressure but enough for the product to enter the skin====gentle on the skin
1946		A35FOJ3K98V4DL		610		0		0		1,0		s2_m02_v03_e18		75.71		not to heavy pressure but enough for the product to enter the skin====gentle on the skin
1947		A2EUY3OCVFQPNQ		610		0		0		0,1		s2_m02_v03_e18		75.71		not to heavy pressure but enough for the product to enter the skin====gentle on the skin
1948		A1KB3HD0R4QRVZ		611		1		1		0,1		s2_m02_v04_e01		17.075		SO I====Put oats in grinder
1949		A2MV2H042RJ8TY		611		1		1		0,1		s2_m02_v04_e01		17.075		SO I====Put oats in grinder
1950		AG27GNED8RGXZ		611		1		1		0,1		s2_m02_v04_e01		17.075		SO I====Put oats in grinder
1951		AFGAW97ISNQPK		612		0		0		0,1		s2_m02_v04_e03		73.385		Leave it on for 15 minutes====leave on for 15 minutes
1952		A2O4KD35UJZ3SS		612		0		0		1,0		s2_m02_v04_e03		73.385		Leave it on for 15 minutes====leave on for 15 minutes
1953		AI9WYG457WDW2		612		1		1		1,0		s2_m02_v04_e03		73.385		Leave it on for 15 minutes====leave on for 15 minutes
1954		A1PEIAZGS7C9DH		613		0		0		1,0		s2_m02_v04_e04		86.365		Rince with cold water====rinse for face
1955		ACHTQDBO8RS0O		613		0		0		1,0		s2_m02_v04_e04		86.365		Rince with cold water====rinse for face
1956		A2MV2H042RJ8TY		613		0		0		1,0		s2_m02_v04_e04		86.365		Rince with cold water====rinse for face
1957		A1KB3HD0R4QRVZ		614		1		1		0,1		s2_m02_v04_e06		63.32		Apply on your face====apply on back of face with a spoon
1958		A1EYJNJFSRMDWW		614		0		0		0,1		s2_m02_v04_e06		63.32		Apply on your face====apply on back of face with a spoon
1959		A2MV2H042RJ8TY		614		0		0		0,1		s2_m02_v04_e06		63.32		Apply on your face====apply on back of face with a spoon
1960		A2ORTC4C0S43XV		615		0		0		1,0		s2_m02_v04_e07		21.18		grind oats in grinder====NOW I
1961		A2Y5A2VKUNMAR2		615		0		0		0,1		s2_m02_v04_e07		21.18		grind oats in grinder====NOW I
1962		A2MV2H042RJ8TY		615		0		0		1,0		s2_m02_v04_e07		21.18		grind oats in grinder====NOW I
1963		AHZK68L2UCA70		616		@		add honey until it makes a nice paste		1,0		s2_m02_v04_e08		23.15		add honey====combine honey and grounded oats
1964		A2MV2H042RJ8TY		616		0		0		0,1		s2_m02_v04_e08		23.15		add honey====combine honey and grounded oats
1965		A2IKW7I8X54JRP		616		1		1		1,0		s2_m02_v04_e08		23.15		add honey====combine honey and grounded oats
1966		AI9WYG457WDW2		617		0		0		1,0		s2_m02_v04_e09		56.71		use back of spoon to apply====SO YOU CAN JUST USE
1967		A2VQ46CXQ4RZGI		617		0		0		0,1		s2_m02_v04_e09		56.71		use back of spoon to apply====SO YOU CAN JUST USE
1968		A3RGYT0JTEHAOK		617		0		0		1,0		s2_m02_v04_e09		56.71		use back of spoon to apply====SO YOU CAN JUST USE
1969		A1KB3HD0R4QRVZ		618		1		1		2,1,0		s2_m02_v05_e02		74.3666666667		dont go====apply foundation====popy brow foundation
1970		A2MV2H042RJ8TY		618		1		1		0,1,2		s2_m02_v05_e02		74.3666666667		dont go====apply foundation====popy brow foundation
1971		ADDUWZ06KEK4T		618		2		2		2,1,0		s2_m02_v05_e02		74.3666666667		dont go====apply foundation====popy brow foundation
1972		A1KB3HD0R4QRVZ		619		1		1		0,1		s2_m02_v05_e04		129.385		Apply conceiler====apply with sponge or finger
1973		A2ORTC4C0S43XV		619		1		1		0,1		s2_m02_v05_e04		129.385		Apply conceiler====apply with sponge or finger
1974		A2MV2H042RJ8TY		619		0		0		0,1		s2_m02_v05_e04		129.385		Apply conceiler====apply with sponge or finger
1975		A1KB3HD0R4QRVZ		620		1		1		1,0		s2_m02_v05_e06		20.13		moisture tone and cleanse face====important to moisturizes your face
1976		ATIGCUKIPNWG0		620		1		1		0,1		s2_m02_v05_e06		20.13		moisture tone and cleanse face====important to moisturizes your face
1977		A2BWVEKQEI0AGT		620		0		0		1,0		s2_m02_v05_e06		20.13		moisture tone and cleanse face====important to moisturizes your face
1978		A16D2GVNFHEB9V		621		0		0		1,0,2		s2_m02_v05_e07		48.3766666667		where there is redness====apply where is redness on the face====For those who blush easily apply primer on cheeks
1979		AG27GNED8RGXZ		621		@		apply primer where there is redness on the face		1,2,0		s2_m02_v05_e07		48.3766666667		where there is redness====apply where is redness on the face====For those who blush easily apply primer on cheeks
1980		A2MV2H042RJ8TY		621		1		1		0,1,2		s2_m02_v05_e07		48.3766666667		where there is redness====apply where is redness on the face====For those who blush easily apply primer on cheeks
1981		AI9WYG457WDW2		622		1		1		1,0,2		s2_m02_v05_e09		57.84		can apply on cheeks also====foundation====put foundation
1982		A2MV2H042RJ8TY		622		2		2		1,0,2		s2_m02_v05_e09		57.84		can apply on cheeks also====foundation====put foundation
1983		A0209255363QIA3IXELX		622		1		1		1,2,0		s2_m02_v05_e09		57.84		can apply on cheeks also====foundation====put foundation
1984		A2ORTC4C0S43XV		623		0		0		0,1		s2_m02_v05_e10		101.645		mixing foundation====mix with no 4 & no 4 foundations
1985		A2MV2H042RJ8TY		623		1		1		0,1		s2_m02_v05_e10		101.645		mixing foundation====mix with no 4 & no 4 foundations
1986		A1YA3HNCUJSJF4		623		@		""mix with no 4 & no 3 foundations""		1,0		s2_m02_v05_e10		101.645		mixing foundation====mix with no 4 & no 4 foundations
1987		A2ORTC4C0S43XV		624		noop		noop		1,0		s2_m03_v01_e05		36.195		Blend dark color from lid with light color from brow====apply the eye shadow
1988		A1PEIAZGS7C9DH		624		1		1		0,1		s2_m03_v01_e05		36.195		Blend dark color from lid with light color from brow====apply the eye shadow
1989		AG27GNED8RGXZ		624		0		0		0,1		s2_m03_v01_e05		36.195		Blend dark color from lid with light color from brow====apply the eye shadow
1990		A2MV2H042RJ8TY		625		0		0		1,0		s2_m03_v01_e07		56.695		Apply eye liner to lower eye lid====Line lower lashline
1991		A1EYJNJFSRMDWW		625		noop		noop		0,1		s2_m03_v01_e07		56.695		Apply eye liner to lower eye lid====Line lower lashline
1992		A2VQ46CXQ4RZGI		625		0		0		1,0		s2_m03_v01_e07		56.695		Apply eye liner to lower eye lid====Line lower lashline
1993		A1KB3HD0R4QRVZ		626		1		1		0,1		s2_m03_v01_e09		144.705		apply in the under in eye area====put eyeliner
1994		A2MV2H042RJ8TY		626		1		1		1,0		s2_m03_v01_e09		144.705		apply in the under in eye area====put eyeliner
1995		AI9WYG457WDW2		626		1		1		0,1		s2_m03_v01_e09		144.705		apply in the under in eye area====put eyeliner
1996		A2VQ46CXQ4RZGI		627		1		1		0,1		s2_m03_v01_e10		182.89		check the difference between both the eyes====no instruction 
1997		A1PYMROZ75S4FW		627		1		1		0,1		s2_m03_v01_e10		182.89		check the difference between both the eyes====no instruction 
1998		AI9WYG457WDW2		627		0		0		0,1		s2_m03_v01_e10		182.89		check the difference between both the eyes====no instruction 
1999		A1KB3HD0R4QRVZ		628		0		0		0,1		s2_m03_v01_e11		94.89		Apply highlighter====Line under brow with white shadow
2000		A1PQOXIDIXQS81		628		noop		noop		1,0		s2_m03_v01_e11		94.89		Apply highlighter====Line under brow with white shadow
2001		A0209255363QIA3IXELX		628		0		0		1,0		s2_m03_v01_e11		94.89		Apply highlighter====Line under brow with white shadow
2002		A2MV2H042RJ8TY		629		0		0		0,1		s2_m03_v01_e12		90.28		Add highlight under eyes====Apply foundation
2003		A1KB3HD0R4QRVZ		629		0		0		1,0		s2_m03_v01_e12		90.28		Add highlight under eyes====Apply foundation
2004		A2R2L2GA314OEI		629		noop		noop		1,0		s2_m03_v01_e12		90.28		Add highlight under eyes====Apply foundation
2005		A1LOT6YM1SG3NZ		630		noop		noop		1,0		s2_m03_v01_e13		111.945		apply under eye====Blend eyeliner with brush
2006		A2QZAMV2EGH7IN		630		0		0		0,1		s2_m03_v01_e13		111.945		apply under eye====Blend eyeliner with brush
2007		A2O4KD35UJZ3SS		630		1		1		1,0		s2_m03_v01_e13		111.945		apply under eye====Blend eyeliner with brush
2008		A1KB3HD0R4QRVZ		631		0		0		0,1		s2_m03_v01_e14		82.24		Blend eyeshadow outwards====Blend corner of eye outward
2009		A2EUY3OCVFQPNQ		631		0		0		1,0		s2_m03_v01_e14		82.24		Blend eyeshadow outwards====Blend corner of eye outward
2010		A2MV2H042RJ8TY		631		0		0		1,0		s2_m03_v01_e14		82.24		Blend eyeshadow outwards====Blend corner of eye outward
2011		A2MV2H042RJ8TY		632		1		1		1,0		s2_m03_v01_e15		72.87		blend down from lower lashline====Apply dark eyeshadow as eyeliner on the bottom eyelid
2012		AFGAW97ISNQPK		632		1		1		1,0		s2_m03_v01_e15		72.87		blend down from lower lashline====Apply dark eyeshadow as eyeliner on the bottom eyelid
2013		ADDUWZ06KEK4T		632		1		1		0,1		s2_m03_v01_e15		72.87		blend down from lower lashline====Apply dark eyeshadow as eyeliner on the bottom eyelid
2014		A2MV2H042RJ8TY		633		0		0		0,1		s2_m03_v01_e16		104.565		Apply eyeliner====Thick black eyeliner on lower lashline
2015		AI9WYG457WDW2		633		1		1		1,0		s2_m03_v01_e16		104.565		Apply eyeliner====Thick black eyeliner on lower lashline
2016		A387OFOUJEG6FT		633		1		1		1,0		s2_m03_v01_e16		104.565		Apply eyeliner====Thick black eyeliner on lower lashline
2017		A2MV2H042RJ8TY		634		1		1		1,0		s2_m03_v01_e17		123.085		apply in upper eye like eyeliner====put eyeshadows
2018		AD5IKFAK8KN4P		634		noop		noop		1,0		s2_m03_v01_e17		123.085		apply in upper eye like eyeliner====put eyeshadows
2019		ADDUWZ06KEK4T		634		noop		noop		1,0		s2_m03_v01_e17		123.085		apply in upper eye like eyeliner====put eyeshadows
2020		A38EHOL0U2BTV0		635		1		1		1,0,2		s2_m03_v02_e01		94.1366666667		iam just going to focus that====apply eye shadow====SO FOR THE NEXT
2021		AFGAW97ISNQPK		635		1		1		0,1,2		s2_m03_v02_e01		94.1366666667		iam just going to focus that====apply eye shadow====SO FOR THE NEXT
2022		A1DBDHM956762E		635		1		1		0,1,2		s2_m03_v02_e01		94.1366666667		iam just going to focus that====apply eye shadow====SO FOR THE NEXT
2023		A2MV2H042RJ8TY		636		2		2		3,1,0,2		s2_m03_v02_e04		315.885		Use Rimmel====Apply lip pencil to outer lip area Rimmel====apply lip pencil on lips====Apply lipliner
2024		A2ORTC4C0S43XV		636		3		3		0,3,1,2		s2_m03_v02_e04		315.885		Use Rimmel====Apply lip pencil to outer lip area Rimmel====apply lip pencil on lips====Apply lipliner
2025		A2VQ46CXQ4RZGI		636		2		2		1,3,0,2		s2_m03_v02_e04		315.885		Use Rimmel====Apply lip pencil to outer lip area Rimmel====apply lip pencil on lips====Apply lipliner
2026		AI9WYG457WDW2		637		0		0		0,1		s2_m03_v02_e07		150.23		""eye shadow is very dark color""====A REALLY GOOD TIP TO BLEND
2027		AWTJ1X4WZQ7H6		637		1		1		1,0		s2_m03_v02_e07		150.23		""eye shadow is very dark color""====A REALLY GOOD TIP TO BLEND
2028		A2VQ46CXQ4RZGI		637		1		1		0,1		s2_m03_v02_e07		150.23		""eye shadow is very dark color""====A REALLY GOOD TIP TO BLEND
2029		A1KB3HD0R4QRVZ		638		0		0		1,0		s2_m03_v02_e08		199.325		Smudge black eyeliner====shaded
2030		A111JI6APXR6QV		638		0		0		0,1		s2_m03_v02_e08		199.325		Smudge black eyeliner====shaded
2031		A2MV2H042RJ8TY		638		noop		noop		1,0		s2_m03_v02_e08		199.325		Smudge black eyeliner====shaded
2032		AI9WYG457WDW2		639		1		1		1,0		s2_m03_v02_e11		257.555		Optional- apply false lashes and black mascara====Apply false eyelashes
2033		AWTJ1X4WZQ7H6		639		0		0		1,0		s2_m03_v02_e11		257.555		Optional- apply false lashes and black mascara====Apply false eyelashes
2034		A2VQ46CXQ4RZGI		639		1		1		0,1		s2_m03_v02_e11		257.555		Optional- apply false lashes and black mascara====Apply false eyelashes
2035		A2MV2H042RJ8TY		640		1		1		0,1		s2_m03_v02_e13		215.43		Blend into black====Apply Sparkle Beige on Eyes
2036		AI9WYG457WDW2		640		1		1		1,0		s2_m03_v02_e13		215.43		Blend into black====Apply Sparkle Beige on Eyes
2037		ACHTQDBO8RS0O		640		0		0		1,0		s2_m03_v02_e13		215.43		Blend into black====Apply Sparkle Beige on Eyes
2038		A1KB3HD0R4QRVZ		641		0		0		0,2,1		s2_m03_v02_e14		223.103333333		Apply sparkle beige inner corner====Apply sparkle beige to innder eye corner with brush====Apply sparkle beige to the inner corner of the eye
2039		AI9WYG457WDW2		641		2		2		2,0,1		s2_m03_v02_e14		223.103333333		Apply sparkle beige inner corner====Apply sparkle beige to innder eye corner with brush====Apply sparkle beige to the inner corner of the eye
2040		A2MV2H042RJ8TY		641		1		1		1,2,0		s2_m03_v02_e14		223.103333333		Apply sparkle beige inner corner====Apply sparkle beige to innder eye corner with brush====Apply sparkle beige to the inner corner of the eye
2041		A2MV2H042RJ8TY		642		0		0		0,2,1		s2_m03_v02_e15		246.91		Use a makeup wipe to wipe off any excess makeup====Using a makeup wipe clean up any powder under the eye====Take out the fallouts
2042		AE07IWH0B4F5E		642		1		1		0,1,2		s2_m03_v02_e15		246.91		Use a makeup wipe to wipe off any excess makeup====Using a makeup wipe clean up any powder under the eye====Take out the fallouts
2043		AFGAW97ISNQPK		642		0		0		1,0,2		s2_m03_v02_e15		246.91		Use a makeup wipe to wipe off any excess makeup====Using a makeup wipe clean up any powder under the eye====Take out the fallouts
2044		A2EUY3OCVFQPNQ		643		0		0		1,0,3,2		s2_m03_v02_e16		305.01		Using a brush and a lighter powder apply product under eye====Set the concealer with a lighter powder====set with a lighter powder====Set with a lighter powder
2045		A1PYMROZ75S4FW		643		1		1		0,1,2,3		s2_m03_v02_e16		305.01		Using a brush and a lighter powder apply product under eye====Set the concealer with a lighter powder====set with a lighter powder====Set with a lighter powder
2046		AFGAW97ISNQPK		643		0		0		1,0,2,3		s2_m03_v02_e16		305.01		Using a brush and a lighter powder apply product under eye====Set the concealer with a lighter powder====set with a lighter powder====Set with a lighter powder
2047		A2R2L2GA314OEI		644		3		3		1,0,2,3		s2_m03_v02_e17		277.6		apply blemish concealer under eye====Apply concealer underneath eye====Apply concealer under eye====Place liquid light colored blemish concealer on hand to warm it up
2048		A2Y5A2VKUNMAR2		644		1		1		0,1,3,2		s2_m03_v02_e17		277.6		apply blemish concealer under eye====Apply concealer underneath eye====Apply concealer under eye====Place liquid light colored blemish concealer on hand to warm it up
2049		A1EJF2XR921HDX		644		1		1		3,1,2,0		s2_m03_v02_e17		277.6		apply blemish concealer under eye====Apply concealer underneath eye====Apply concealer under eye====Place liquid light colored blemish concealer on hand to warm it up
2050		ACHTQDBO8RS0O		645		2		2		1,0,2		s2_m03_v02_e19		285.67		Warm it up a bit====Using your finger take concealer from hand to under-eye area====Use a bit of a lighter concealer
2051		A2MV2H042RJ8TY		645		2		2		2,1,0		s2_m03_v02_e19		285.67		Warm it up a bit====Using your finger take concealer from hand to under-eye area====Use a bit of a lighter concealer
2052		A2Y5A2VKUNMAR2		645		0		0		1,0,2		s2_m03_v02_e19		285.67		Warm it up a bit====Using your finger take concealer from hand to under-eye area====Use a bit of a lighter concealer
2053		A2MV2H042RJ8TY		646		1		1		1,0,3,2		s2_m03_v02_e21		329.06		Apply A nude-like color to lips Airy fairy is used here====Use a nude lipstick====Apply a nude lipstick====apply nude lipstick
2054		A2O4KD35UJZ3SS		646		0		0		2,0,1,3		s2_m03_v02_e21		329.06		Apply A nude-like color to lips Airy fairy is used here====Use a nude lipstick====Apply a nude lipstick====apply nude lipstick
2055		A3IQAKT74IXJB6		646		3		3		3,1,0,2		s2_m03_v02_e21		329.06		Apply A nude-like color to lips Airy fairy is used here====Use a nude lipstick====Apply a nude lipstick====apply nude lipstick
2056		A1KB3HD0R4QRVZ		647		0		0		0,1,2,3		s2_m03_v02_e22		339.665		Apply a gold lip gloss====Apply Gold-colored gloss from Revlon to lips using Gold Bling here.====apply lipgloss on top====Apply a gold lipgloss
2057		A1U95D7R56OJ2E		647		1		1		1,2,0,3		s2_m03_v02_e22		339.665		Apply a gold lip gloss====Apply Gold-colored gloss from Revlon to lips using Gold Bling here.====apply lipgloss on top====Apply a gold lipgloss
2058		A2MV2H042RJ8TY		647		0		0		0,1,2,3		s2_m03_v02_e22		339.665		Apply a gold lip gloss====Apply Gold-colored gloss from Revlon to lips using Gold Bling here.====apply lipgloss on top====Apply a gold lipgloss
2059		AI9WYG457WDW2		648		2		2		2,0,3,1		s2_m03_v02_e23		164.8425		NEXT YOU WANT TO====Applying eye makeup====eyebrow====Start blending
2060		A2VQ46CXQ4RZGI		648		1		1		1,2,0,3		s2_m03_v02_e23		164.8425		NEXT YOU WANT TO====Applying eye makeup====eyebrow====Start blending
2061		A2MV2H042RJ8TY		648		1		1		2,3,1,0		s2_m03_v02_e23		164.8425		NEXT YOU WANT TO====Applying eye makeup====eyebrow====Start blending
2062		A2ORTC4C0S43XV		649		1		1		1,0		s2_m03_v02_e25		42.685		YOU TO BEGIN BY ====Apply Eyeshadow Primer
2063		A2VQ46CXQ4RZGI		649		0		0		1,0		s2_m03_v02_e25		42.685		YOU TO BEGIN BY ====Apply Eyeshadow Primer
2064		AWTJ1X4WZQ7H6		649		1		1		1,0		s2_m03_v02_e25		42.685		YOU TO BEGIN BY ====Apply Eyeshadow Primer
2065		AI9WYG457WDW2		650		1		1		0,1		s2_m03_v03_e02		365.945		skin====apply moister
2066		A2R2L2GA314OEI		650		1		1		0,1		s2_m03_v03_e02		365.945		skin====apply moister
2067		A2MV2H042RJ8TY		650		1		1		0,1		s2_m03_v03_e02		365.945		skin====apply moister
2068		A2MV2H042RJ8TY		651		1		1		1,2,0		s2_m03_v03_e04		14.37		BEGIN APPLYING THE====apply eye shadows ====Apply eyeshadow base
2069		A2IZ21VPUWDNM2		651		noop		noop		2,0,1		s2_m03_v03_e04		14.37		BEGIN APPLYING THE====apply eye shadows ====Apply eyeshadow base
2070		A2VQ46CXQ4RZGI		651		2		2		1,0,2		s2_m03_v03_e04		14.37		BEGIN APPLYING THE====apply eye shadows ====Apply eyeshadow base
2071		A2MV2H042RJ8TY		652		2		2		2,0,1		s2_m03_v03_e05		26.53		APPLY IT TO THE LID====Base color blend to eyebrow area====apply to eye shadows brush
2072		A39UF1AS2T27VZ		652		0		0		0,2,1		s2_m03_v03_e05		26.53		APPLY IT TO THE LID====Base color blend to eyebrow area====apply to eye shadows brush
2073		AWTJ1X4WZQ7H6		652		2		2		1,2,0		s2_m03_v03_e05		26.53		APPLY IT TO THE LID====Base color blend to eyebrow area====apply to eye shadows brush
2074		A1PYMROZ75S4FW		653		0		0		1,0		s2_m03_v03_e06		34.965		BY BLENDING THE BASE====blending base 
2075		A2R2L2GA314OEI		653		1		1		0,1		s2_m03_v03_e06		34.965		BY BLENDING THE BASE====blending base 
2076		A2VQ46CXQ4RZGI		653		1		1		1,0		s2_m03_v03_e06		34.965		BY BLENDING THE BASE====blending base 
2077		A1PEIAZGS7C9DH		654		1		1		2,1,0		s2_m03_v03_e07		40.6333333333		USING A TRANSITION COLOR====apply light pink color to center lid====using transition colour
2078		A2IZ21VPUWDNM2		654		noop		noop		1,0,2		s2_m03_v03_e07		40.6333333333		USING A TRANSITION COLOR====apply light pink color to center lid====using transition colour
2079		A2MV2H042RJ8TY		654		1		1		0,2,1		s2_m03_v03_e07		40.6333333333		USING A TRANSITION COLOR====apply light pink color to center lid====using transition colour
2080		A2MV2H042RJ8TY		655		1		1		0,1		s2_m03_v03_e09		52.265		TRANSITION COLOR HELPS BLEND====Add crease color with medium pink
2081		A2Y5A2VKUNMAR2		655		0		0		0,1		s2_m03_v03_e09		52.265		TRANSITION COLOR HELPS BLEND====Add crease color with medium pink
2082		A272IOADALQHWV		655		0		0		0,1		s2_m03_v03_e09		52.265		TRANSITION COLOR HELPS BLEND====Add crease color with medium pink
2083		A2MV2H042RJ8TY		656		3		3		1,0,2,4,3		s2_m03_v03_e10		58.834		FOR MY CREASE COLOR====adding crease====apply eyeshadow directly onto crease====Apply to the top of the crease====apply in middle of the eye
2084		AI9WYG457WDW2		656		2		2		0,2,3,1,4		s2_m03_v03_e10		58.834		FOR MY CREASE COLOR====adding crease====apply eyeshadow directly onto crease====Apply to the top of the crease====apply in middle of the eye
2085		A3RGYT0JTEHAOK		656		2		2		0,2,1,4,3		s2_m03_v03_e10		58.834		FOR MY CREASE COLOR====adding crease====apply eyeshadow directly onto crease====Apply to the top of the crease====apply in middle of the eye
2086		A2MV2H042RJ8TY		657		0		0		1,0,2		s2_m03_v03_e12		381.143333333		Add my Blush====Apply blush====Add blush
2087		ACHTQDBO8RS0O		657		0		0		0,1,2		s2_m03_v03_e12		381.143333333		Add my Blush====Apply blush====Add blush
2088		A2VQ46CXQ4RZGI		657		2		2		0,1,2		s2_m03_v03_e12		381.143333333		Add my Blush====Apply blush====Add blush
2089		A2ORTC4C0S43XV		658		0		0		2,0,3,1		s2_m03_v03_e13		387.2325		Highlight nose====Highlight nose====light my Nose====Applying Blush
2090		A2R2L2GA314OEI		658		@		Highlighting nose and cheeks.		0,1,2,3		s2_m03_v03_e13		387.2325		Highlight nose====Highlight nose====light my Nose====Applying Blush
2091		A2MV2H042RJ8TY		658		1		1		1,2,0,3		s2_m03_v03_e13		387.2325		Highlight nose====Highlight nose====light my Nose====Applying Blush
2092		A2VQ46CXQ4RZGI		659		0		0		0,2,1		s2_m03_v03_e14		390.31		Highlight cheeks====Highlight cheeks==== Lightning my cheeks
2093		AI9WYG457WDW2		659		2		2		2,1,0		s2_m03_v03_e14		390.31		Highlight cheeks====Highlight cheeks==== Lightning my cheeks
2094		A25Q2QV438WIWU		659		1		1		1,2,0		s2_m03_v03_e14		390.31		Highlight cheeks====Highlight cheeks==== Lightning my cheeks
2095		A111JI6APXR6QV		660		1		1		2,0,1		s2_m03_v03_e15		392.996666667		Highlight top and bottom of mouth====Highlight the top and bottom of lips====Top and Bottom of my Lips
2096		A2MV2H042RJ8TY		660		0		0		1,0,2		s2_m03_v03_e15		392.996666667		Highlight top and bottom of mouth====Highlight the top and bottom of lips====Top and Bottom of my Lips
2097		AWTJ1X4WZQ7H6		660		1		1		2,1,0		s2_m03_v03_e15		392.996666667		Highlight top and bottom of mouth====Highlight the top and bottom of lips====Top and Bottom of my Lips
2098		A2RCPB4U1OQYZS		661		noop		noop		1,0		s2_m03_v03_e16		308.16		Smudge brown into eyeliner with flat brush====applying eye liner 
2099		A2MV2H042RJ8TY		661		noop		noop		1,0		s2_m03_v03_e16		308.16		Smudge brown into eyeliner with flat brush====applying eye liner 
2100		AI9WYG457WDW2		661		0		0		1,0		s2_m03_v03_e16		308.16		Smudge brown into eyeliner with flat brush====applying eye liner 
2101		A2ORTC4C0S43XV		662		2		2		1,0,2		s2_m03_v03_e17		135.63		Add a lid color on eyebrush====adding the lid color====Apply lid color using Rust Gold
2102		AI9WYG457WDW2		662		2		2		1,0,2		s2_m03_v03_e17		135.63		Add a lid color on eyebrush====adding the lid color====Apply lid color using Rust Gold
2103		A2MV2H042RJ8TY		662		1		1		1,2,0		s2_m03_v03_e17		135.63		Add a lid color on eyebrush====adding the lid color====Apply lid color using Rust Gold
2104		A2ORTC4C0S43XV		663		2		2		0,1,2		s2_m03_v03_e18		138.843333333		after you pack your eyshadow on your brush spray with setting spray====using setting spray to bring out the color====Apply setting spray to the brush
2105		A1KB3HD0R4QRVZ		663		1		1		1,0,2		s2_m03_v03_e18		138.843333333		after you pack your eyshadow on your brush spray with setting spray====using setting spray to bring out the color====Apply setting spray to the brush
2106		A2MV2H042RJ8TY		663		2		2		2,1,0		s2_m03_v03_e18		138.843333333		after you pack your eyshadow on your brush spray with setting spray====using setting spray to bring out the color====Apply setting spray to the brush
2107		A2MV2H042RJ8TY		664		noop		noop		0,1,2		s2_m03_v03_e19		157.503333333		Make sure not to spray too much====creating wing liner====Create wing liner
2108		A2VQ46CXQ4RZGI		664		2		2		2,1,0		s2_m03_v03_e19		157.503333333		Make sure not to spray too much====creating wing liner====Create wing liner
2109		AFGAW97ISNQPK		664		1		1		2,1,0		s2_m03_v03_e19		157.503333333		Make sure not to spray too much====creating wing liner====Create wing liner
2110		AI9WYG457WDW2		665		0		0		0,1,2		s2_m03_v03_e20		164.25		Apply your wing liner using a Gel Liner and an Angle Brush====eye ====drag and wipe up
2111		A111JI6APXR6QV		665		0		0		0,2,1		s2_m03_v03_e20		164.25		Apply your wing liner using a Gel Liner and an Angle Brush====eye ====drag and wipe up
2112		A2MV2H042RJ8TY		665		0		0		0,1,2		s2_m03_v03_e20		164.25		Apply your wing liner using a Gel Liner and an Angle Brush====eye ====drag and wipe up
2113		AI9WYG457WDW2		666		2		2		2,0,1		s2_m03_v03_e21		172.91		eye shadow====whip your brush====method of showing big eyes by using eye liner
2114		A2MV2H042RJ8TY		666		1		1		1,2,0		s2_m03_v03_e21		172.91		eye shadow====whip your brush====method of showing big eyes by using eye liner
2115		A2R2L2GA314OEI		666		@		Drag the line creating the other side of the wing		0,1,2		s2_m03_v03_e21		172.91		eye shadow====whip your brush====method of showing big eyes by using eye liner
2116		A2MV2H042RJ8TY		667		3		3		0,3,1,2		s2_m03_v03_e23		331.69		Apply light matte eyeshadow underneath====apply eye shadow light and dark for highlight eyes====brush color ====apply under the eye
2117		A2VQ46CXQ4RZGI		667		1		1		1,3,0,2		s2_m03_v03_e23		331.69		Apply light matte eyeshadow underneath====apply eye shadow light and dark for highlight eyes====brush color ====apply under the eye
2118		A2Y5A2VKUNMAR2		667		noop		noop		2,1,0,3		s2_m03_v03_e23		331.69		Apply light matte eyeshadow underneath====apply eye shadow light and dark for highlight eyes====brush color ====apply under the eye
2119		AG27GNED8RGXZ		668		1		1		0,1		s2_m03_v03_e24		346.16		brightening the eye====appy next to the tear duck
2120		A272IOADALQHWV		668		1		1		0,1		s2_m03_v03_e24		346.16		brightening the eye====appy next to the tear duck
2121		A2MV2H042RJ8TY		668		1		1		0,1		s2_m03_v03_e24		346.16		brightening the eye====appy next to the tear duck
2122		A1PEIAZGS7C9DH		669		2		2		0,1,2		s2_m03_v03_e25		225.023333333		Apply lashes====Curl your lashes====curl lashes and add mascara
2123		A2R2L2GA314OEI		669		1		1		1,0,2		s2_m03_v03_e25		225.023333333		Apply lashes====Curl your lashes====curl lashes and add mascara
2124		A2VQ46CXQ4RZGI		669		1		1		2,1,0		s2_m03_v03_e25		225.023333333		Apply lashes====Curl your lashes====curl lashes and add mascara
2125		A1PYMROZ75S4FW		670		0		0		0,1		s2_m03_v03_e26		228.97		curl lashes and add mascara====Add mascara
2126		A2MV2H042RJ8TY		670		1		1		1,0		s2_m03_v03_e26		228.97		curl lashes and add mascara====Add mascara
2127		A2O4KD35UJZ3SS		670		0		0		0,1		s2_m03_v03_e26		228.97		curl lashes and add mascara====Add mascara
2128		A1KB3HD0R4QRVZ		671		2		2		2,1,0		s2_m03_v03_e27		231.89		coat lash glue on lashes====Double coat the glue onto the lash band====double coat the glue on lash
